letra,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
C,-0.0,0.0,0.0,0.19407674520710994,-0.06644529012897492,0.057178147120925955,0.3351094074479913,-0.21079882810298914,0.05048520242518057,0.4597014979741554,-0.2783104001704776,0.01568634767083465,0.5722057966259866,-0.3519225574465513,-0.018561958424138544,0.19232051613191115,-0.7082113271311324,0.09035651436404359,0.3464645644812573,-0.9271340237965169,0.04368769419755243,0.4803557445299122,-0.8920761489452551,-0.005064835546955397,0.5760673832812866,-0.7979615995071448,-0.033207136873541265,0.1576084686030796,-0.7369229632643276,0.020788709370925414,0.3591438371875018,-1.0,-0.01854492603009028,0.5129352281817167,-0.9372892579180854,-0.05723465831955936,0.5939842665643376,-0.8073824912794711,-0.08228893288983362,0.15106074392033178,-0.6950870777944139,-0.05443618048341389,0.3337734530516643,-0.98482218749783,-0.0825884796260968,0.487843737047839,-0.929119969638228,-0.09737102532954521,0.5779837766233252,-0.8186472642133266,-0.10645038700834904,0.1795674790724952,-0.6013668489109114,-0.12798475442381116,0.32319213872342817,-0.8568830963634515,-0.14455531019837045,0.4368511682372517,-0.8535500973222743,-0.14331637072486808,0.5145029483543663,-0.7866944360618441,-0.14155450687269092
C,-0.0,0.0,0.0,0.19350932476096852,-0.06747659219314543,0.06030933776754875,0.33613007571006615,-0.21255876675962035,0.056272598332455216,0.46176083617493563,-0.2793761976653925,0.02360631393924442,0.5749313734666264,-0.3509583546185124,-0.009103507753466265,0.18957328141820684,-0.7027775405896632,0.09411993982166496,0.34681482709328454,-0.9198180226917014,0.05069202908934041,0.4795791673568556,-0.8925372157651954,0.0043926747869563855,0.574436147483861,-0.8058184036873816,-0.02211259944386156,0.15451506671471482,-0.734768523463896,0.023719242121900724,0.3553025261883229,-1.0,-0.012267767116731509,0.5073323428053663,-0.9383279488147922,-0.04759209524703796,0.5867632159729076,-0.8054755987771202,-0.07002366836018878,0.14886556883213653,-0.69435470880222,-0.05210513628341917,0.3321112666989141,-0.9858095639491901,-0.07692176928710726,0.4834196767738444,-0.931986912992192,-0.08805783439290767,0.5702853238115574,-0.8211938936265077,-0.09474838701106734,0.17964140121136563,-0.6003946987563376,-0.12624058133072044,0.32333673782196104,-0.8575996154930491,-0.1405971614806631,0.4349582118876352,-0.85625091130587,-0.13703914975826278,0.5107528677563082,-0.7893305933261002,-0.1335238461467726
C,-0.0,0.0,0.0,0.19134787298104788,-0.06520751495964541,0.05194027063237754,0.33404115287377845,-0.20877745521206262,0.042125598219208096,0.46047680222692433,-0.2753240185373797,0.005367298901915737,0.5742052556852113,-0.3476129517781065,-0.030711329503119777,0.18664345892163153,-0.7023102793005553,0.07860677843018442,0.3451646271924187,-0.9290668361672277,0.030010303760516006,0.47869227344523313,-0.889184647853712,-0.018347915607160148,0.5708448949292927,-0.7879437417688678,-0.04558901195073457,0.15267426340396287,-0.73116886455478,0.011919019339340479,0.3566136499669333,-1.0,-0.028600672929782307,0.5115228456074504,-0.9329396343073928,-0.06546150149098326,0.5903632424626205,-0.7948470297627728,-0.08876088049194762,0.14733467723497204,-0.6883302367176344,-0.060215885873393264,0.33322512051094044,-0.98465332501907,-0.08786823134650662,0.48595307324794756,-0.926652010540399,-0.09971620596191696,0.5725043730644256,-0.8109232313061591,-0.10658646420988388,0.17741526355888845,-0.5932000184727705,-0.13112573124583912,0.32167190403077217,-0.85487210222631,-0.14776012554257598,0.4333903062089211,-0.8506446928663028,-0.14508121835255056,0.5076276389956546,-0.7789086915067798,-0.1418051168624213
C,-0.0,0.0,0.0,0.19504464835127952,-0.0680963561401558,0.06540880006718698,0.3361276845350642,-0.21220051104318613,0.061439008057790845,0.4610142912626502,-0.2781713640916699,0.027355062801311412,0.5752455265454992,-0.35091236346856347,-0.007080211980584204,0.19204784653817447,-0.7051254329950506,0.09572557457685883,0.3498004072910533,-0.925850675016765,0.05053442400132448,0.4832463366523817,-0.8876957368239472,0.0035744675686151754,0.5764790672537126,-0.7900764875153807,-0.023052085547114003,0.15680933878793124,-0.7354407376447855,0.021684805171682326,0.36122821153836054,-1.0,-0.015744275513410545,0.5154677214191301,-0.9340825756466984,-0.05142694140094679,0.5946735929130718,-0.7989639171362036,-0.07411764017293161,0.15103218987553627,-0.6929033906443615,-0.0574153755440293,0.3365989530259022,-0.9869801804656927,-0.08315762127652643,0.49018864210971197,-0.9295557495326702,-0.09327222696933107,0.5785813950780299,-0.8170697374618949,-0.09919213067666603,0.18092737145204352,-0.5979635675664075,-0.13440182631804898,0.32599701027634737,-0.858849093390391,-0.1494922361184243,0.43927748877826156,-0.855813532940503,-0.14496376889864127,0.515935336665853,-0.7872275279250556,-0.1404652411560196
C,-0.0,0.0,0.0,0.19352824602276844,-0.06878535353506444,0.06060667773624779,0.33660108533800015,-0.21225612493144086,0.054263239969402334,0.46293994190603743,-0.27794926228589545,0.018916350104546984,0.577666416833397,-0.3491583839515686,-0.016555537485020647,0.18850944785321022,-0.7026619664278578,0.08724991771619549,0.34889164581892557,-0.9280639883029033,0.04047270679192955,0.4816356519669533,-0.8904741172999827,-0.0065747643101992164,0.5728563154946579,-0.7895353707929071,-0.03282466750314625,0.153866460816569,-0.7324523800883304,0.015886482531443848,0.359119049807794,-1.0,-0.023074660734523033,0.5126487108019442,-0.9303228481588028,-0.058329104514538946,0.5897005423713524,-0.7886895934006467,-0.08026566499958564,0.14856398149135008,-0.6892461831547657,-0.06044609159514045,0.33491456766843053,-0.9864107797007473,-0.08666815292224395,0.4869601114301411,-0.9274294835388801,-0.0960546234489968,0.5725124179193533,-0.8102418055584335,-0.10114678891501752,0.17941173137203342,-0.5934464386967656,-0.13496737392096875,0.3246519038749037,-0.8562887063647039,-0.1503995772729627,0.4363950329925305,-0.8537807382784904,-0.14566358734994012,0.5105889887064449,-0.7831756697273627,-0.14070915549586624
C,-0.0,0.0,0.0,0.19296030430851804,-0.06669474852161497,0.05857203515040101,0.33576225371064095,-0.21010487132141706,0.051551639302582254,0.4617665430539086,-0.27518685696010947,0.016199438129936135,0.5753023058564503,-0.3479495043426828,-0.018727831680892097,0.18794238783351347,-0.702733327227588,0.0848469639424319,0.3479007955877643,-0.9304552176166532,0.037430598932743316,0.48213274827944325,-0.8887512047127207,-0.009713800822466609,0.572960283727354,-0.7840629984857981,-0.03586872731426656,0.15386889867103992,-0.7313237656075257,0.014883657692481204,0.3587580456629713,-1.0,-0.02419891430214574,0.5130685246426853,-0.9304757987807032,-0.059403652863620704,0.5895042237693922,-0.7893531580252647,-0.0813367742852852,0.14897515521913737,-0.687424142688753,-0.0601650808979789,0.3352756235206574,-0.9849822676120739,-0.08608622805547432,0.48836952702541236,-0.9264987175076301,-0.09570680028958597,0.5742506083734923,-0.8105450109486075,-0.1010847442107162,0.17963583002291025,-0.5912173769969589,-0.1335459707268934,0.32477099738950804,-0.8553010389714631,-0.14855451305337217,0.4370650299610296,-0.8513346484697162,-0.1438527747110866,0.5108898940881864,-0.7796485674766612,-0.13897403835797054
C,-0.0,0.0,0.0,0.19401428295238166,-0.06650721990384405,0.06397916122463577,0.3368232879060911,-0.2116167313542814,0.05923091114164838,0.46203827999036984,-0.2779439552342251,0.02511297437542571,0.5760590925008572,-0.34927299389358646,-0.00957378284886689,0.18827606898715246,-0.7021381566948034,0.08929438652858854,0.3484349123434183,-0.9265241753241068,0.043716908927207115,0.48151159270148614,-0.8867540025461629,-0.0024820905042921442,0.5735255829180923,-0.7866558083884759,-0.028228288738407468,0.1528352052615836,-0.7318443402592855,0.01665867925877826,0.3588256644463737,-1.0,-0.021196196610081586,0.5128849338654254,-0.9284457098249786,-0.055589470865999226,0.5909147491409437,-0.7862237723336422,-0.07674455017938336,0.14735917676498697,-0.6882683174167755,-0.06053949332845427,0.33499574119604,-0.984729064376336,-0.08555968160953897,0.487158611721104,-0.9254271571252435,-0.09394107420423581,0.5739164672537189,-0.8100922254484968,-0.09849629023594247,0.17818352435634607,-0.5919255311193632,-0.13565187542478896,0.32320149888012606,-0.8552115517549556,-0.15044982276335567,0.4338743169498574,-0.8529899288861814,-0.14485829016845822,0.5084380403300528,-0.7839508523079617,-0.13926526140648432
C,-0.0,0.0,0.0,0.1940860193515785,-0.06986896164537063,0.0633787246944412,0.3374758706178667,-0.2138391199020689,0.0581670821852945,0.4633038239025817,-0.2783568956666405,0.02310301413314012,0.5772036642895446,-0.3487693085132867,-0.012329166493419743,0.1913115338589671,-0.7040171093272044,0.09101854205225883,0.3503934813326,-0.9267545558963254,0.04388562127675351,0.4824475448836553,-0.8840856816976097,-0.004340612945077138,0.5734410544876215,-0.7804787933277286,-0.03155542133574965,0.15652836779788376,-0.7328508124584013,0.017797191562288584,0.360758199125419,-1.0,-0.021778364522321778,0.5138754606258273,-0.9276514564045805,-0.05868122490927322,0.5904328323273343,-0.7839414061628145,-0.08189225263066406,0.15058909171654694,-0.6890678518511736,-0.06037021012174628,0.3351816549737288,-0.9845417434734063,-0.0867298682556873,0.4889978029600235,-0.9240552127191388,-0.097761674401104,0.5761995157240875,-0.8064893659030155,-0.10424780683814727,0.18040222027514793,-0.5933432950792371,-0.13653007296555958,0.3244367044743729,-0.8552267403629837,-0.15174593400321026,0.437982294341549,-0.8527684477818137,-0.14772871021703338,0.5138358578213535,-0.7830836506231432,-0.14370065575058674
C,-0.0,0.0,0.0,0.19309222611186752,-0.0650442141637304,0.059971226302574905,0.33821021339468904,-0.2086769117905008,0.05404827241820193,0.464434466079049,-0.27522607015873907,0.019820531551424915,0.577078225674211,-0.34792847344150574,-0.014369558928060364,0.19097661965763377,-0.699332830923461,0.08509038914450834,0.349856676061617,-0.9262776742041479,0.03763930982983502,0.48308023340919,-0.8876734556752794,-0.009736058942915545,0.5761049827137104,-0.7895699481954096,-0.036140001301095695,0.1554587937249426,-0.7292532242886796,0.01485346934649311,0.3603076393916003,-1.0,-0.026557812578578494,0.5142802292954473,-0.9268478275153395,-0.0628112306988152,0.5923106149988202,-0.7833751087713565,-0.08458046430283661,0.14902832826066958,-0.6871018739812059,-0.060172579000839325,0.33372897634655085,-0.9828656331649936,-0.08737569533234071,0.487191690696828,-0.922551023264929,-0.09791406141087548,0.5752983463325698,-0.8062219215634965,-0.10342951194283384,0.1777488800049822,-0.5934465793372418,-0.13331899510248535,0.32034582863633426,-0.85387266023742,-0.14913129359337027,0.4331019162613392,-0.8526259676579835,-0.1455505948170373,0.510122606673062,-0.7863407744463445,-0.14134473570472583
C,-0.0,0.0,0.0,0.1932846325813271,-0.06616260354783152,0.058273167563757805,0.3382937589666321,-0.2099289442855144,0.05155070349807758,0.46448146765410653,-0.27701900322458367,0.016747413628679913,0.5772497915628104,-0.3501069731579124,-0.017832902866902544,0.19321209289244914,-0.7012906000576885,0.08418213620384345,0.351792548389064,-0.9258888657641615,0.03530859590776023,0.48483811807333216,-0.8849071451936793,-0.013676128945710166,0.5776502472585089,-0.78403847669857,-0.04116000670666626,0.15782691229322326,-0.731079240685658,0.014468009976146397,0.3627091994856318,-1.0,-0.028873137451560765,0.5167212564057179,-0.9276267290675801,-0.06733422361269292,0.595058742846002,-0.7847290911497804,-0.09059210403730869,0.15113770035227517,-0.6890117131002673,-0.06022784410174544,0.3351532709850512,-0.9840517375028933,-0.08888242280347494,0.4897152107832879,-0.9241294350611319,-0.1015392970316681,0.5787961226277719,-0.8075261185785928,-0.10830057669585282,0.1791792099878685,-0.5952088565239324,-0.13312359530113885,0.32172198695132276,-0.8556084907133752,-0.14964091964382228,0.4356916779471222,-0.8553806886304792,-0.14736743254541784,0.5134732174658637,-0.7893038970174403,-0.14413461092200022
C,-0.0,0.0,0.0,0.19179822600757593,-0.06911797176307917,0.06321013288152089,0.33372553792582965,-0.2111885993567875,0.06015258569933104,0.45820815363259426,-0.28226457770401725,0.027947953212416086,0.571342701601154,-0.35457632854875404,-0.003953901315188527,0.19719558257426173,-0.690179901328232,0.0954178070796318,0.3451233759064971,-0.9197734797905668,0.050812422041200116,0.4759811072159612,-0.8849190962085934,0.005891855365844395,0.5679022204767447,-0.7960389447622702,-0.01944087328614329,0.15920143193512132,-0.7228111952278482,0.02354337159012336,0.35369222805991973,-1.0,-0.020169256189318453,0.5083263353356052,-0.9395091341968621,-0.05795159521029706,0.5906292361263187,-0.8110006714458164,-0.07989719330948102,0.14977178081547185,-0.6869690420042748,-0.0535977276269681,0.326835300313643,-0.9812850314638424,-0.0858362537196964,0.48230961977344583,-0.9248232930164205,-0.10093601506007237,0.5745442855617432,-0.814890555236825,-0.10795114487443842,0.17430127104150114,-0.6018683749020431,-0.12827490821965024,0.31516644073992967,-0.8592740173091854,-0.14632887986237592,0.42911066006200466,-0.8545405279084373,-0.14570419262310413,0.5077856495197625,-0.7884911743786411,-0.14352104638817773
C,-0.0,0.0,0.0,0.18708331224233835,-0.07274413529732679,0.04473592906989686,0.32897610249661136,-0.21414401493804872,0.03404949803182621,0.45477224537544786,-0.28734202844753404,-0.0012344669504432922,0.5677581115966727,-0.35996029268676777,-0.034847843659165406,0.19201961743747223,-0.6893350431099937,0.0733262807833293,0.33942981198081,-0.9191165966445634,0.022540579704595207,0.4705800304835181,-0.8883308867779146,-0.026127430809968828,0.563845985118194,-0.8016925664085129,-0.053305185012701095,0.15467337079094043,-0.7217808673741992,0.011925233228759862,0.3472986091191838,-1.0,-0.0371879563413213,0.500524968925934,-0.9439343985691869,-0.07736787307407308,0.5838116770996788,-0.8188614237265257,-0.1006517550544894,0.14514361561521028,-0.6869901744084679,-0.055516034501736596,0.31956783145201656,-0.9807401533174729,-0.09158174138752463,0.4737071220071878,-0.9296701930810288,-0.10954190471618983,0.565616616329492,-0.8212833448630773,-0.11794755907133969,0.16877925321004944,-0.6045323704591088,-0.12172671385674584,0.3067739776491696,-0.8585860596959523,-0.14279971119646834,0.4205285684557455,-0.8582432044814147,-0.14558557854254625,0.4993618708556195,-0.7960317433535244,-0.14549663078634692
C,-0.0,0.0,0.0,0.1906766202243807,-0.07201129144647153,0.05381119414654432,0.332245917158412,-0.2149227732147978,0.046763349445876574,0.4562096652796557,-0.2848024191886757,0.011918650466890099,0.5678558829034176,-0.36140011177713494,-0.02234540334989432,0.19371032876914743,-0.6938965580454524,0.08844727461183656,0.34488113122937497,-0.9156462495051739,0.03904017984450898,0.47645662299308916,-0.8917875348088209,-0.010971920712912642,0.5711853424190836,-0.806219520818986,-0.03926856664563868,0.15647329177105143,-0.7283388840341337,0.020479236193717613,0.35109597158574807,-1.0,-0.024396380794982405,0.5043277603607664,-0.9409623517267035,-0.06411753410901844,0.5846480034915799,-0.8063623088450738,-0.08752162778406851,0.14739070709975868,-0.6937845208848403,-0.0537124820414156,0.32378648973161334,-0.9856605435701608,-0.08591346068205663,0.4779421611267343,-0.9326162615890204,-0.10091952973843862,0.5662309483832592,-0.8179583245504001,-0.10796460106716262,0.17236018375677106,-0.6086739260189573,-0.12674064709261607,0.3091285018183993,-0.8614498840878911,-0.14605640189719857,0.42321805659165435,-0.8637225087121329,-0.14652699188816493,0.5016298241338785,-0.7993991597439063,-0.144736714938748
